content,topics,sentiment,labels
"mua hàng sịn sò được giá khuyến mãi, làm được rất nhiều món ngon, giảm dầu mỡ, gia đình có người lớn tuổi nên rất phù hợp. tự mình làm bánh bông lan tuy ko đẹp nhưng ăn rất ngon, tôi rất vui......nhân viên giao hàng vui vẻ, nhiệt tình......",Product,Good,0
giao hàng nhanh mới đặt trưa chủ nhật sáng thứ hai đã giao rồi. hàng như mô tả..............,Logistic,Good,2
"chảo giao hôm sau, đúng, đủ. bị trầy sẵn vết nhỏ, không phải do vận chuyển, may mà ở bên mép nên mới cho 5 sao .",Logistic,Good,2
"chảo tefal chất lượng, điểm trừ chảo mới đã bị trầy xước.  hơi buồn. thích hàng tefal nên tạm hài lòng ",Product,Good,0
"chảo chắc chắn, dày dặn, đẹp, đóng gói cẩn thận, giao hàng nhanh chóng rất hài lòng, nên mua.",Product,Good,0
"giao hàng quá nhanh luôn. máy đẹp, chắc chắn, ép rất êm, sử  dụng dễ dàng, tháo lắp vệ sinh mát rất đơn giản. được tặng chảo rất đẹp và xịn xò.",Product,Good,0
hàng đẹp,Product,Good,0
"chảo dày dặn chắc chắn cầm nặng tay ship hàng siêu nhanh 1 ngày đã có hàng, rất là ưng ý, sẽ mua thêm",Logistic,Good,2
tam đuoc ok 5 sao,Quality,Good,1
"chảo đẹp mới mua về lớp chống dính tốt, chảo nhôm nên nhẹ, moi người lưu ý không sài được bếp từ nhé. mua giá sale 179k",Product,Good,0
chảo đẹp chắc chắn trung thành với tefal luôn rồi chaỏ sài thích lắm luôn cho shop triệu like,Product,Good,0
mình đã nhận được hàng rồi đóng gói rất cẩn thận mình rất hài lòng sẽ còn ủng hộ nhiều lần nữa cho 5 sao luôn nhé ,Logistic,Good,2
"đã mua cái chảo thứ 4 của tefal. chảo dày đẹp,tay cầm chắc chắn,lót chảo chống dính chống trầy xước tốt.5 sao nhé",Product,Good,0
"sau tgian sử dụng nồi, cơm nấu rất ngon. có 1 chút vđ về các chương trình k mại trong giờ, đã phản ánh và được tefal gọi điện nói rõ. chăm sóc khách hàng rất tốt,sẽ mua tiếp các sp tefal",Quality,Good,1
chảo đẹp. đóng gói ok. giao hàng nhanh. có điều lòng chảo hơi nhỏ. chắc phảu sắm thêm cái bự hơn. chiên chống dính rất tốt,Product,Good,0
chât luọng ok nhé miij nguòi nên mua vhjhgfdcvnjkkjygtffgghhjjjiiijhhgggggggghhhhhh,Quality,Good,1
chảo đẹp. cầm nặng tay.shop gói hàng siêu kĩ,Product,Good,0
"hàng đóng gói cẩn thận, giao hàng nhanh. sản phẩm dày dặn, chắc chắn………………………………………………….",Logistic,Good,2
"quá okelalalal
mua lần 2 nckd tefal nè
kakakakakakaakakakakakakakakakaakkakakakakaaka
săn được giá tốt",Quality,Good,1
chất lượng ok nha mọi người nên mua nhé nckxksksmsmnsnnsnsmmsmsksm viết nốt cho đủ ký tự ,Quality,Good,1
"máy ép bã rất ướt, máy hơi ồ với tầm giá này thì chấp nhận dc, ép ko kiệt cho lắm, nên co thể mua dòng ép chậm mình nghĩ ok hơn. ",Quality,Bad,1
"chảo to đẹp chống dính tốt, cầm khá nhẹ tay. phù hợp với nhu cầu nhà mình. truyền nhiệt cũng tốt, đồ nấu chín nhanh",Product,Good,0
"mua nồi của tefal quá ok về chất lương, giá cả hợp lý, trên cả tuyệt vời. mình sẽ mua nhiều nữa.",Quality,Good,1
quá đẹp lun,Product,Good,0
nồi đẹp ,Product,Good,0
"chảo gì móp méo lung tung, không biết do sản phẩm hay do lỗi vận chuyển nữa. cảm thấy hơi thất vọng.",Logistic,Bad,2
chảo tạm ổn ,Quality,Good,1
"nồi dày cần nặng tay, rất đẹp đã dùng chảo thấy tốt nên mua thêm bộ nồi",Product,Good,0
"shop giao hàng nhanh, đóng gói cẩn thận. ở tỉnh nhưng nhận tầm 3-4 ngày đặt hàng thôi. nv giao hàng dễ thương. sp chất lượng. sr ảnh mang tính nhận xu hihi",Logistic,Good,2
"mình đang dùng chảo 24cm,thấy nhỏ lên mua thêm cái 28cm. mình đã dùng được mấy tháng và cảm nhận là chảo hơi mỏng, chống dính ổn nhưng chảo bị đổi màu. càng dùng lại càng đổi màu.",Quality,Good,1
"chảo dày, nặng, chắc chắn. trên thành miệng chảo lớp tráng men có chỗ ko đều. phần chống dính bên trong tạm thời thấy ok, phải xài 1 thời gian mới biết chính xác được",Product,Good,0
chọn ship hỏa tốc nên ship có 1 ngày từ sg ra hn. đóng gói cẩn thận. hàng chất lượng chuẩn made in france rất xịn xò,Logistic,Good,2
sản phẩm tốt nha,Quality,Good,1
"đóng gói thùng cẩn thận, ở tỉnh nhưng tầm 3-4 hôm mình nhận được rồi. giá cả hợp lý. được tặng kèm cái chảo mini chiên opla rất xinh. nv giao hàng cũng vui vẻ dễ thương
sr vì ảnh và video mang tính nhận xu hihi. ",Logistic,Good,2
"chảo đẹp, nhẹ, đóng gói cận thận; giao hàng nhanh, đabgs bát gạo đồng tiền, shiper thân thiện, vui vẻ, hình không liên quan...................
..",Product,Good,0
không có hướng dẫn tiếng việt. lấy hàng 1 tuần vẫn chưa xài được. ko biết coa được hỗ trợ hướng dẫn cách xài khônh,Quality,Bad,1
"dịch vụ chăm sóc khách hàng của tefal khá tốt
(góp ý 1 chút phần thông tin xuất xứ cần ghi rõ ràng hơn)
",Quality,Good,1
"món hàng ưng ý nhất từng mua.chắc chắn,đẹp,bắt từ tốt.giao hàng quá nhanh và chuyên nghiệp.",Product,Good,0
"chất lượng vẫn như mọi khi, chảo đẹp, giao hàng nhanh, đóng gói chắc chắn. kèm quà tặng nhỏ nhỏ xinh xinh 😍",Product,Good,0
"quạt này không có remote, chỉ có nút vặn cho tốc độ, nút quay thì có núm giật lên như kiểu quạt ngày xưa nên hơi bất tiện cho ai quen điều khiển tất cả qua remote như mình nha mà do mình tháo thùng ra rồi nên không đổi lại được.",Quality,Good,1
chảo dày dặn nha. đợi xem sài bền k nhưng khá đẹp và nặng tay. sài 2  tuần mà còn êm lắm nha. sài bên swx mua thêm,Product,Good,0
chảo xài rất tốt mình tặng shop 5 sao nhé ,Quality,Good,1
mẹ mình bảo là ưng lắm ạ. nhà mình dùng nhiều nồi tefal rồi ok nha ạ. giao hàng khá nhanh ạ. sẽ mua thêm,Product,Good,0
good quality,Quality,Good,1
hài lòng lắm ạ chưa sài nhưng mà thích cách phục vụ của shop đóng gói rất kỹ  . rất rất hài lòng luôn nha mọi người nên mua nhae,Quality,Good,1
"haha. chảo xinh lắm, giao hàng thì tương đối thôi. chảo mới sử dụng nên chống dính còn tốt, k biết lâu dài thế nào chứ 🥲",Quality,Good,1
"đã dùng, rất thích nhé, mọi người nên mua, sẽ ủng hộ tiếp nnnmmmnmmmnnnnnnnmnnnnmnnnnnnn",Quality,Good,1
"này là hàng tặng kèm. chảo bị méo và cán bị lỏng mất rồi
chảo này chỉ dùng được cho bếp ga và hồng ngoại thôi nhé",Logistic,Bad,2
"haha. chảo xinh lắm, giao hàng thì tương đối thôi. chảo mới sử dụng nên chống dính còn tốt, k biết lâu dài thế nào chứ 🥲",Quality,Good,1
ok. mượn tạm ảnh chảo,Quality,Good,1
ok,Quality,Good,1
good quality,Quality,Good,1
"chảo ok, sứt 1ít sơn thành chảo, ko ảnh hưởng gì.",Quality,Good,1
"máy cứng cáp, nhìn rất ưng, chưa sử dụng nên chưa đánh giá được.
1 điểm trừ là bảng menu trên máy không có việt",Product,Good,0
okokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokok,Quality,Good,1
"shop đóng gói quá là cẩn thận, rất tuyệt vời. mọi người nên mua nhé. tặng shop 5 sao. ",Logistic,Good,2
"máy nhẹ, sử dụng dễ dàng. bé nhà mình tự vắt cam để uống dc luôn.
chỉ cần bỏ nhẹ miếng cam lên máy là tự động vắt",Quality,Good,1
"chảo đẹp, size nhỏ có thể chiên trứng hoặc phi tỏi, làm mỡ hành nhanh gọn. giao nhanh đúng hẹn, đóng gói kỹ.",Product,Good,0
chảo đẹp. cầm chắc chắn lắm 😁😁,Product,Good,0
máy xay chính hãng. nhưng đơn vị giao hàng lahama quá kính. k đt mà nói là k ll được. hôm sau đt giao thì gắt gỏng. yêu cầu bỏ đơn vị này mới tt ung hộ ,Logistic,Bad,2
"đã nhận hàng đầy đủ hàng. nhưng do chưa sử dụng nên chưa thể đánh giá. nhìn chung sản phẩm đẹp, giao hàng nhanh, đóng gói cẩn thận và mới nhận thêm quà thêm quà tặng là dao gọt trái cây xinh xắn. cảm ơn shop rất nhiều",Product,Good,0
"đóng gói cẩn thận chắc chắn, chưa dung kb tốt k",Quality,Good,1
đóng gói cẩn thận. dường như chất lượng đóng gói đã cải thiện rất nhiều. hài lòng về chất lượng.,Logistic,Good,2
đẹp ạ.  tks shop,Product,Good,0
"chảo rất tốt. mình dùng lâu rồi và luôn để không quá số 6/9 của bếp từ. vừa rồi lỡ bấm nhầm mức 9 nên bị quá nóng và chảo bị mất tính năng chống dính nên phải order lại cái khác. 
các bạn dùng thì chú ý để đúng mức nhiệt nhé! bền lắm luôn. ",Quality,Good,1
"đóng gói cẩn thận, giao hàng tương đối ổn , shipper thân thiện nhiệt tình, nên mọi thứ đều ưng",Logistic,Good,2
"đóng gói cẩn thận, ",Logistic,Good,2
"chống dính cả nước tốt, mới test thử với nước đã thấy giúng kiểu nước đổ lá khoai môn á, made in china xịn nha ",Quality,Good,1
giao hàng cực nhanh. spam đẹp giong nhu mo ta ma chua su dung nen chua biết xài tot k tot se ung ho them,Product,Good,0
chảo dùng ổn. tuy nhiên hơi to nếu nấu 1 mình.,Quality,Good,1
"bàn ủi tốt, nhìn rất xịn. mình tin dùng sản phẩm của tefal.",Quality,Good,1
ok,Quality,Good,1
"chảo quá đẹp, hàng xịn sò. shop giao hàng nhanh",Product,Good,0
sp dùng tốt ,Quality,Good,1
"nồi đẹp , chắc chắn ,dầy dặn , màu đỏ đúng mình thích luôn , được sale nên rẻ nữa , mua 2 lần rồi ,giao hàng nhanh , đặc biệt là mình để ý nấu hoặc chiên bằng mấy loại chảo nồi khác sẽ bị văng dầu li ti , nhưng loại này thì k , nấu xong bếp vẫn sạch bóng ",Product,Good,0
"giao hàng siêu tốc, chất lượng chảo tuyệt vời",Product,Good,0
"sản phẩm đóng gói cẩn thận, chất lượng sản phẩm đúng như giới thiệu. đánh giá 5 sao cho shop nhé.",Product,Good,0
"ngon nha, chống dính cả trong lòng chảo lẫn bên ngoài chảo, xào ngon hơn hơn hẳn luôn, thích lắm",Product,Good,0
chảo tốt nha ! hài lòng,Quality,Good,1
good,Quality,Good,1
"chảo chống dính tốt, cầm chắc tay nhưng ở nhiệt độ cao bếp từ thì ở giữa phồng lên. với giá này thì mình hài lòng với sản phẩm",Quality,Good,1
"đáng đồng tiền bát gạo. nhận cái về mình test thử nướng cá bò. cá vàng ươm, giữ được độ ngọt, không bị khô. đáng để mua nhé, lại săn được sale nên rẻ hơn mua ở ngoài rất nhiều.",Quality,Good,1
"chảo đẹp, dày dặn, vừa gọn với nhu cầu suqr dụng của gia đình mình. nhà mình dùng nhiều của tefal và rất thích",Product,Good,0
"nồi nấu cơm ngon , hầm nấu canh cháo rất chuẩn. 
chảo hàng tặng sài rất ok. đáng đồng tiền.  
gói hàng kĩ lưỡng. nv giao hàng nhiệt tình. ",Quality,Good,1
"hàng lazmall  mà không kèm chế đọ bảo hành . gửi 6 sấp giấy photo  mờ chữ và hình không rõ . không phải tờ hướng dẫn sử dụng in màu. không có thẻ bảo hành  không ghi nơi bảo hành, không dấu đỏ của cong ty . 
 liệu có phải hàng fake không  ? lớp chống dính của vỉ nướng tự rộp lên và bong tróc tự nhiên.",Quality,Bad,1
"chảo mới mua nhưng đã bị bong tróc 1 vết lớn khá sâu ở điểm báo nhiệt, làm tôi băn khoăn về chất lượng lớp chống dính.
cập nhật: đã nhận được cuộc gọi từ cskh từ tefal, đang chờ đổi trả hàng.",Service,Good,4
mình mới mua chưa dùng thử nhưng đánh giá việc giao hàng rất nhanh. đà lạt mà đặt 3 ngày nhận rồi,Logistic,Good,2
"trừ khâu ship ra thì nhìn bên ngoài máy như hình, đẹp, nặng tay, chưa nấu thử nên chưa biết máy hoạt động có ồn ko. có đủ quà tặng mà thấy mình mua giá vẫn cao hơn so vs các bạn trước trong cmt. đặt hàng từ sáng mà ship hoả tốc đến tối 7h mới giao, địa chỉ cty nên về rồi, rất bất cập trong việc nhờ ai đó nhận hàng dùm. shop nên lưu ý lại",Product,Good,0
"trừ khâu ship ra thì nhìn bên ngoài máy như hình, đẹp, nặng tay, chưa nấu thử nên chưa biết máy hoạt động có ồn ko. có đủ quà tặng mà thấy mình mua giá vẫn cao hơn so vs các bạn trước trong cmt. đặt hàng từ sáng mà ship hoả tốc đến tối 7h mới giao, địa chỉ cty nên về rồi, rất bất cập trong việc nhờ ai đó nhận hàng dùm. shop nên lưu ý lại",Product,Good,0
"trừ khâu ship ra thì nhìn bên ngoài máy như hình, đẹp, nặng tay, chưa nấu thử nên chưa biết máy hoạt động có ồn ko. có đủ quà tặng mà thấy mình mua giá vẫn cao hơn so vs các bạn trước trong cmt. đặt hàng từ sáng mà ship hoả tốc đến tối 7h mới giao, địa chỉ cty nên về rồi, rất bất cập trong việc nhờ ai đó nhận hàng dùm. shop nên lưu ý lại",Product,Good,0
chảo nhỏ bị móp 1 xíu. nhưng mà nấu ăn dùng thích lắm,Quality,Good,1
"k phải nấu sữa hạt j cũng dc đâu nhé. máy chỉ có 2 chương trình nấu sữa: đậu nành và bắp. muốn nấu sữa khác phải chọn 1 trong 2 rồi khi máy nấu là ngồi canh. vì nếu chương trình k phù hợp là bị trào ra ngoài ở nắp bên trên. rất may là m nấu lần đầu nên ngồi canh máy, k thì hư cái máy luôn rồi huhu",Quality,Bad,1
sản phẩm ok,Quality,Good,1
"tuyệt vời 
",Quality,Good,1
"hàng thấy đẹp, không biết chất lượng thế nào. sẽ mua thêm lần nữa............................",Product,Good,0
"đã nhận đc hàng, sản phẩm okkkkkkkkkkkkkkkkkkkkk
kkklkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",Quality,Good,1
"chảo đẹp, chắc chắn, cầm nặng tay giao hàng đong goi kỹ cho 5 sao",Product,Good,0
"chảo đẹp, cầm nặng tay, đã sử dụng, chống dính tốt, nhiệt đều, rán, xào rang đều được. mua lúc sale nên cũng hợp lí. thank shop",Product,Good,0
tay cầm của chảo chắc chắn. trọng lượng chảo không quá nặng vì thế dễ dàng thao tác và nhiệt độ nóng đều chảo.,Quality,Good,1
"hàng đóng gói cẩn thận, giao hàng nhanh, chảo dày đẹp, chưa dùng nên chưa đánh giá chất lượng",Product,Good,0
chất lượng sản phẩm tốt shop đóng gói kỹ cảm ơn shop nhiều ạ ,Quality,Good,1
máy đẹp xài ok,Product,Good,0
"chảo nặng cầm chắc tay
lòng chảo chống dính tốt
chất lượng đồ dùng của tefa khỏi chê",Quality,Good,1
"noi to, co nhieu chuc nang tien dung ma minh chua biet su dung do kha nang nau nuong co han: (
trong qua trinh nau, lau lau noi xa ap xuat moi nghe tieng. noi chay em ko on ao. 
sau khi nau canh xong ap suat tu giam, cai minh thich nhat o day la noi hien chu “ap suat giam“ thi nuoc trong noi ko vang len nap noi. nen rat sach! con neu minh tu xa van ap suat thi nuoc trong noo vang len……",Quality,Good,1
ok ,Quality,Good,1
"bị mép méo , rất thất vọng , lần sau sẽ ko ủng hộ nữa ,mình mua nhiều hàng rất ok ,lần này chán hơn triệu cái chảo mà bị méo ,chán quá",Logistic,Bad,2
